berita,tagging
Presiden JOkowi Membeli Kendaraan Dinas Mercedes Pullman Guard C600 dengan Harga Rp 12 Minilah Presiden Ir Joko Widodo yang sebenarnya…! Rakyat yg selama ini menganggap beliau seorang pemimpin yang merakyat tapi saat ini beliau membeli kendaraan dinas Mercedes Pullman Guard C600 dengan harga yang fantastis Rp 12 milyard..>> bagaimana tanggapan kalian..??,Hoax
"Akun Twitter Palsu Fahri HamzahSiapa yang harus kita tertawakan?
Seseorang yg integritasnya diragukan tapi dipilih menjadi pejabat, atau masyarakat lugu yg mudah digiring dan dibodohi untuk memilih pemimpin?
Entahlah, ternyata, di Indonesia masih banyak para badut yg ingin berkuasa hanya untuk merampok. Dan para badut itu tau, seberapa banyak orang bodoh yg bisa dikuasainya.",Hoax
"PRESS STATEMENT PT GLOBAL JET EXPRESS 25 OKTOBER 2017PRESS STATEMENT
 
 PT GLOBAL JET EXPRESS
 
 25 OKTOBER 2017
 
 Pelanggan J&T Express, serta masyarakat Indonesia yang kami hormati
 ..",Hoax
: Tim Malaysia Berfoto Dengan Bendera TerbalikTim Malaysia Berfoto Dengan Bendera Terbalik,Hoax
"Pemerintah Indonesia Mengundang SNSD Untuk Hut RIFoto veteran ini memang foto lama NAMUN sampai sekarang masih saja banyak veteran yg tidak dimuliakan oleh negara.
 
 Jika uang utk mendatangkan SNSD dialokasikan utk mereka, alangkah baiknya. KECUALI jika rezim merasa SNSD sejalan dg nawacita dan revolusi mental.",Hoax
": Server KPU di Hack Ainun Najib dari SingapuraTernyata Kepala Administrator server KPU si ainin najib… Team pemenang jokowi di pilpres masa lalu yg tinggal di singapore…
 Dan skrg pun ternyata server kpu dikendalikan dr singapore…innalillahi….lah sekarang lembaga negara serevernya dikendalikan dari singapore.. Laa hawla wa laa quwwata illa billaah..",Hoax
Beberapa Dampak Negatif dari Menggunakan MaskerFace Masks: – Reduces oxygen up to 60% – Increases risk of CO2 poisoning – Viruses and bacteria saturate the mask and get reinhaled – FRESH AIR is vital for immune health!,Hoax
corona virus sudah viral di iqroSubhanallah (corona virus) Sudah viral di iqro’1 Tolong sebarkan foto ini Bahwa covid 19 sudah viral di iqro’ Semoga covid 19 segera pergi dari bumi ini amin ya allah Semoga yang coment amin dapat Rejeki yang banyak ya allah amin,Hoax
"Ibu Kota Pindah, Anies Bakal Jual Gedung Pemerintah PusatIbu Kota Pindah, Anies Bakal Jual Gedung Pemerintah Pusat",Hoax
Lelang Online Oleh PT PegadaianAss.kpd yth Bpk/Ibu kami menawarkan barang lelang jatuh tempo dari pegadaian barang berkualitas 100% U/info: bit.ly/pusat_pegadaian,Hoax
"ujar Xi Jin Ping Hanya Indonesia Yg Mampu Mengendalikan Covid 19Hanya Negara Indonesia Yg Mampu Mengendalikan Penyakit Mematikan Itu, ujar Persiden Xi Jin Ping Di Kantornya, China Negara Maju, Tapi Indonesia Mampu Menyainginya.",Hoax
"Pasien Postif Virus Corona di Sungai Rangit Dijemput Paksa Kepolisian dan Tim MedisPositif Corona disp3 sungai rangit sudah dijemput paksa pihak kepolisian dana para medis…lalu semua pihak keluarga yg tinggal satu rumah tidak mau dikarantina padahal sudah dijemput paksa oleh pihak berwajib dan anggota medis…Smpi skrg mereka msh berada dirmh dan msh berkeliaran tp di setiap gang sudah diportal lokdown,semoga warga sungai rangit & sekitarnya selamat sehat semua ya Allah",Hoax
Photos of Italy. No more spaces are available in hospitals. #CoronavirusLockdownThis is from Italy. No more spaces are available in hospitals. Please do not step out of your homes for next 14 days. #CoronavirusLockdown,Hoax
"Hoaks Imbauan Anak NU Dilarang Sekolah di MuhammadiyahImbauan kepada warga NU, untuk tidak menyekolahkan anak-anaknya di sekolah Muhammadiyah karena kami ingini menjaga kondusivitas dan aset milik kami. Tolong warga NU tepo seliro dan tahu diri — Prof Dr Haidar Nasir, Ketua Umum PP Muhammadiyah.",Valid
bocah-bocah Nigeria dipanggang sampai matiBocah-bocah Yahoo Nigeria dipanggang sampai mati di Meksiko (gambar Pics) – Kejahatan – Nairaland,Hoax
"Kemenpan RB: Tidak Ada Pengangkatan CPNS Jalur Indonesia Sehatudah dikonfirmasi, Kementerian Kesehatan tidak memiliki program pengangkatan CPNS jalur Indonesia Sehat,",Valid
"Semua panggilan dicatatSemua aktifitas HP dll….terpantau 100%
 Mulai besok sudah berlaku :*
 Semua panggilan dicatat.",Hoax
"Pria Mencurigakan yang Ditangkap di Depan SD Kanisius Semarang Mengalami Gangguan JiwaDi hari yang sama dengan penusukan Wiranto ada kejadian rencana pengeboman SD Katholik Kanisius Tlogosari Semarang.
 Pelaku sudah beberapa hari menyatroni sekolahan Katholik tersebut. Sempat ribut dengan orang tua murid, terus di laporkan Polisi. Polisi kirim intel dan akhirnya di tangkap, alasanya adalah dia tidak suka dengan sekolah Khatolik yang ada di Tlogosari.",Hoax
"Awan Berbentuk Topi di Gunung Rinjani Tidak Berdampak GempaFoto puncak Gunung Rinjani di Lombok, Nusa Tenggara Barat, tertutup awan berbentuk topi, menghebohkan warganet, Rabu (17/7/2019).
Banyak yang mengaitkan penampakan awan tersebut dengan peristiwa gempa yang terjadi beberapa hari sebelumnya. Ada pula yang mengaitkan dengan fenomena Gerhana Bulan yang terlihat pada Rabu dini hari sekitar pukul 04.00 WITA di wilayah itu",Hoax
"BEA CUKAI RIAU ADAKAN LELANG TERTUTUP DENGAN HARGA MURAHSehubungan Dengan Pelaksanaan Undang-Undang Nomor 19 Tahun 1998 Yang telah diubah menjadi Undang-Undang Nomor 17 Tahun 2000, perihal: Penagihan Penanggung Jawaban Pajak dengan Surat Paksa, melalui perantaraan Kantor Pengawasan Pelayanan Bea dan Cukai serta di dukung oleh Kementerian Keuangan Negara RI, Melaksanakan Lelang Internal Barang Sitaan Negara",Hoax
Pengumuman KPU Sebelum tanggal 22 Mei Tidak SahPengumuman kpu tadi malam TIDAK SAH karena :,Hoax
"Video Cebong di Saudi Bisa Nyoblos Tanpa IdentitasMau bantah, wahai",Hoax
"Penjelasan Data dan Fakta dari Pernyataan Djarot Saiful Hidayat yang Membandingkan Kinerja Jokowi dengan SBY soal Pembangunan di SumutSampai saya tuh berpikir begini, 10 tahun kita membangun, zaman Pak SBY, yang dibangun di Sumatera Utara ini opo? Ora ono? Sing nikmati?",Valid
"Seorang mahasiswa dari Zambia dipukuli sampai meninggal""Seorang mahasiswa dari Zambia dibunuh oleh orang-orang Cina karena berpacaran dengan wanita Cina”",Hoax
#2019TetapJokowi di foto Dian Sastro#2019TetapJokowi di foto Dian Sastro,Hoax
"Tangsel Siaga 1 Pascabentrok OrmasMaaf melenceng sedikit,info ajh tangsel siaga 1,jgn nongkrong” pinggir jln,,,apa lagi dekat bendera ormas,,,rawan tawuran ormas rawan sasaran ormas,pondok cabe sudah kena pembacokan korban 2org masih kritis dan sekrang dari jln pamulang sampai Cirendeu masih di jaga ketat oleh aparat kepolisian,,,,akan ada bentrokan besar besaran…jaga sodara dan keluarga kalian.terimakasih",Hoax
"Pesan Berantai Pengejaran Teroris di Rantepao, Sulawesi SelatanWaspada…!!! di Rantepao.. stengah jam lalu.. Polisi sedang patroli dari hotel ke hotel… ada 1 incaran ciri2 orangx pendek.. berjenggot..bawa rangsel..dan kopor kecil .Hotel sepanjang jalan poros dimasuki… dgn dtg sbgi tamu yg ingin menginap… pada saat cek in..disodorin Reg.A. + E.. KTP… dia tinggalkan hotel…dan lari… dgn jalan cepat menggunakan ojek",Hoax
": Pesan Singkat Penangkapan Seorang Ibu yang Merupakan Pengedar Narkoba di Sekolah[...]Yg ingin sy sharingkan disini, krn ternyata ibu itu menjual narkoba dilingkungan sekolah, dan target nya adalah anak2 kita 😭😭😭
 Narkoba di bungkus plastik kecil2 lalu dimskkan ke dlm kopi bubuk dan dikemas lg dlm bksan kopi sekali minum (plastik sachet)
 Sy sharing disini krn sbg org tua sy sgt prihatin, bgmn masa depan anak2 kita jika narkoba sdh demikian dekat dg mereka.
 Dan juga utk org tua yg msh ada anak2 yg bersekolah disini.. Mohon kita semua meningkatkan kewaspadaan kita thd perkembangan dan perubahan perilaku anak…
 [...]",Hoax
Jalan Tol Proyek Jokowi di Sulawesi TengahJln tol proyek Jokowi..di Sulawesi Tengah,Hoax
"Jokowi Meminta Izin Tenaga Kerja Asing DipermudahMasih ada Puluhan Jutaan Para Sarjana indonesia yg jadi Penganguran, lalu kenapa TKA diberikan kemudahan tuk bekerja di indonesia. Pak Dhe kok bela2in mereka. Puluhan ribu Karyawan PT Freeport masih terkatung2 nasibnya pak, itu dulu diurus jang sibuk dengan orang asing dan rakyat sendiri tidak diurus.",Hoax
"Klarifikasi Pemerintah Daerah Raja Ampat Terkait Isu Gizi Buruk di Kampung Saporkren, Distrik Waigeo SelatanBukan menderita gizi buruk tetapi menderita penyakit paru, dan sudah ditangani sejak 2013 hingga 2016 oleh perawat dari Puskesmas Saonek,",Valid
"Terjadi Lagi Pembunuhan Terhadap MuadzinTerjadi lagi pembunuhan terhadap Muadzin…..
 Inalillahi…
 Almarhum Bapak Bahron, Dibunuh pada tanggal 15/02/2018, di desa sindang, kec cikijing majalengka.
 semoga almarhum Husnul khotimah….
 Bukti nyata bahwa pemerintah saat ini gagal Total menjaga keamanan dan stabilitas Negara.
 Masih mau 2 priode.
 #ngimpi",Hoax
Mayat Menangis dalam Kubur“Di km 7 Banjarmasin. Kalsel… seseorang yg telah meninggal dan sudah dimakamkan selama 4 hari menangis didalam kubur. Warga sekitar yg mendengar tangisan itupun penasaran. Dan ahirnya memberitahukan kepada pihak keluarga. Kemudian makam itu dibongkar lagi. Kejadian luar biasa terjadi. Ternyata orang itu hidup kembali…!!! [...],Hoax
"Video Berantai Bom Bunuh Diri Meledak di Masjidil HaramBeredarnya video yang mengerikan di Masjidil Haram pada hari minggu (1/10/17), cukup menghebohkan masyarakat. Dalam video tersebut memperlihatkan ceceran darah bertaburan di lantai dan petugas yang berusaha memberikade agar jamaah tidak mendekat. Pesan yang beredar menyebutkan bahwa peristiwa tersebut adalah bom bunuh diri.",Hoax
: Hoax Marak Karena Rendahnya Literasi di Media SosialHoax Marak Karena Rendahnya Literasi di Media Sosial,Valid
Gereja Pulo Mas Tak DigusurINI BUKAN HOAX. gereja PULO MAS gak ikut digusur..mesjid pasar ikan dia gusur…juga mesjid di kalijodo juga dia gusur..padahal daerah itu semua sama2 kena gusur sudah terbukti…ahok itu memang SARA,Hoax
Kerjasama Dengan Tiongkok Membuat Rel Kereta Cepat Di Uni Emirat Arab Dapat Hadiah Jutaan Pil EkstasiKerjasama dengan Tiongkok membuat rel kereta cepat di Uni Emirat Arab dapat hadiah jutaan pil Ekstasi……,Valid
": IRAN : Kami Siap Kirim Tentara Bantu INDONESIA, Kalau Demo 212 Berbuat MAKARIRAN: kami siap kirim tentara bantu INDONESIA, kalau demo 212 berbuat MAKAR",Hoax
"Pulau Berbentuk Bulan Sabit dan Bintang“cross check sebentar ke google maps, ternyata di pulau tersebut tidak ada pulau bintangnya, atau sedang pasang naik sehingga p bintangnya tenggelam? ada yg bisa konfirmasi lebih detail?”.",Hoax
DPR Curiga 5 Buruh China Yang Ditangkap TNI AU Masuk Wilayah Halim Sebenarnya IntelijenDPR Curiga 5 Buruh China Yang Ditangkap TNI AU Masuk Wilayah Halim Sebenarnya Intelijen,Valid
"ROMO Thomas Uzhunnalil SDB disalibkan ISIS pada hari jumat agungSetelah kesimpangsiuran berita, Katolik Kita mendapatkan informasi romo Salesian (SDB) asal India yang diculik teroris di Yaman diberitakan telah disalibkan oleh ISIS pada tanggal 25 Maret d pada hari Jumat Agung, demikian diberitakan oleh salah satu media Austria.",Hoax
"Penemu 4G LTE dari IndonesiaKhoirul Anwar, Penemu 4G LTE
 
 Siapa sangka, teknologi telekomunikasi terbaru saat ini 4G LTE, ditemukan oleh anak muda asli Indonesia, Khoirul Anwar.",Hoax
: BI Telah Edarkan Uang Pecahan Rp 200.000BI Telah Edarkan Uang Pecahan Rp 200.000,Hoax
"Cerita Inspiratif Thomas Alva EdisonSeorang Ibu yang Luar Biasa
 
 Suatu hari, Thomas Alva Edison pulang sekolah dan menyerahkan selembar kertas pemberian gurunya untuk ibunya. Sang ibu menangis sambil membaca isi surat itu dengan mengeraskan suaranya: “Putra anda seorang jenius. Sekolah ini terlalu kecil untuk menampungnya dan tidak memiliki guru yang cakap untuk mendidiknya. Agar anda mendidiknya sendiri.”",Hoax
"Google Translate: Jokowi = Thu Khang Thi PhuCoba lu buka Google Translate, apabila bisa Kayak punya Gue, maka HP Lu Canggih…",Hoax
"Akun Tiktok Hotman Paris HutapeaBankruptcy, International Finance & commercial lawyer @hotmanparisvillaandhotel",Hoax
Foto Imam Besar Kadrun yg baru : IMAM BESAR ROJACK AL GARONGImam Besar Kadrun yg baru : IMAM BESAR ROJACK AL GARONG,Hoax
"Foto Kondisi Pasar Baru Jakarta Ramai PKL di Tengah PSBBSaya dapat Foto ini, Mohon di Cek ini Benarkah Kondisinya Pasarbaru Begini.. Toko2 disuruh Tutup tapi Banyak Pedagang Kaki Lima.. Kenapa Koq Begini.. ? PSBB Ambyaarr….. Ga Heran kalo di Jakarta Kasus Covid-19 Masih Tinggi..",Hoax
"Donasi Kaos Oblong Bekas Untuk Tim Medis RSD Wisma AtletSaya mendapat kabar dari, Dr. IGD RSD Wisma Atlet. Let Kol Marinir Dr. M Arifin Komando Tugas Gabungan Terpadu (KOGASGABPAD) Beliau memberi informasi kalau team medis di RSD Wisma Atlet sangat membutuhkan donasi kaos oblong bekas (layak pakai & bersih) untuk mereka gunakan setelah melepas APD.",Hoax
Kanika Kapoor Tularkan Virus Corona ke Pangeran CharlesKanika Kapoor spreading love and care all around the world. With HRH Prince Charles here who was diagnosed with Covid19 today 😁,Hoax
"Himbauan Penutupan TPU Akibat Virus Corona, Jenazah Diminta Diletakkan Terlebih Dahulu di RumahKepada Masyarakat diberitahukan, tolong disampaikan kepada masyarakat sekitar agar : Dapat menunda dulu saatnya untuk meninggal dunia , karena Tempat Pemakaman Umum ditutup mulai tanggal 16 Maret 2020 s/d 30 Maret 2020. Dan bagi yang sudah meninggal, mohon jenazahnya taruh dulu di rumah karena pemakamannya baru dapat dilaksanakan besok tanggal 31 Maret 2020. Ini asli dan bukan hoax ~> tidak percaya *lihat ini…..👇👇👇",Hoax
"Arief Budiman : Saya Siap Di Kutuk Menjadi Batu Jika KPU CurangArief Budiman : Saya Siap Di Kutuk Menjadi Batu Jika KPU Curang,",Hoax
"INI BUKTI ANIS BAS EDAN ANGGOTA ISIS, Bersama Syekh Yusuf Al-Qaradhawi pimpinan ISISBoikot Yahudi jahiliyah Bani monaslimin
 #bubarkanPKS",Hoax
"Kepulauan Maluku Tenggelam ke Jurang Palung LautIni hasil foto satelit 3 dimensi Kepulauan Maluku, ternyata posisi Ambon Lease tepat di atas TUBIR JURANG palung laut paling dalam di dunia,.. justru hal paling menakutkan bagi para ahli bagi Seram ambon Lease bukan Tsunami akan tetapi yg lebih mengerikan adalah patahan atau longsoran jika itu terjadi maka pulau Ambon lease, seram dan sekitarnya ikut patah atau longsor masuk ke dalam jurang palung laut berkilo kilo di dasar lautan,",Hoax
"Video Al Quran yang selamat tidak tersentuh api kebakaran gedung di Wamena.CNN memberitakan bahwa di dalam bangunan dan toko yang terbakar di Wamena banyak ditemukan Alqur’an alkarim yang selamat, tak tersentuh oleh api. Itulah kalam Ilahi yang dijaga oleh Pemiliknya.Subhanallah…",Hoax
"Inilah ASTEROID yg akan menghantam bumi 9 september mendatanghimbauan NASA dan ulama kepada seluruh warga internet.
 7 hari menuju kiamat kecil
 inilah ASTEROID yg akan menghantam bumi 9 september mendatang",Hoax
seperti ketika menghadapi pendemo 21-22 di JakartaApakah Brimob Papua tdk punya senjata seperti ketika menghadapi pendemo 21-22 di Jakarta….#SavePapuaForNKRI,Hoax
"Video Penyerangan terhadap Anggota TNI di PapuaIni Negara kita pemerintah nya kemana ?
 Kok sudah lama Papua begini masih DIAM saja tanpa suara apalagi aksi nya
 Mau nanya arti dan maksud dari “NKRI harga mati” itu apa ?",Hoax
"Kompak Resign, Forum Honorer K2 dan PNS Pendukung Prabowo Pilih Jadi Anggota FPIKompak resign, Forum Honorer K2 dan PNS pendukung Prabowo pilih jadi anggota FPI.",Hoax
"Ormas Forum Bhayangkara IndonesiaCoba tanyakan Jokowi, apa maksud dari semua ini.",Hoax
"Tanggal 22 mei pendukung 02 Kepung KPU, Wiranto: Biarkan Saja, Untuk Bahan Berburu Menembak TNI-POLRITanggal 22 mei pendukung 02 Kepung KPU, Wiranto: Biarkan Saja, Untuk Bahan Berburu Menembak TNI-POLRI",Hoax
Klarifikasi Surat Edaran Intruksi Memasang Spanduk Ucapan Selamat Terpilihnya Prabowo-Sandi sebagai Presiden dan Wakil PresidenINTRUKSI BADAN PEMENANGAN PRABOWO SANDI,Valid
"KPU dituduh melakukan penggiringan opini yang luar biasaBagi anda yang bertanya-tanya apa sebab hasil Real count di website KPU bisa berubah drastis memenangkan salah satu paslon? Ups, itu bukan ulah hacker ya!!! Jangan sebarkan hoax dulu untuk masalah ini",Hoax
"Undangan Acara Dukungan HMI-KAHMI Untuk JokowiDeklarasi dukungan KAHMI – HMI

#2019PemilihCerdas

#JKW2Periode",Hoax
DAFTAR NAMA HONORER YANG LOLOS SELEKSI CPNS 2018Akhirnya pak bu… inilah yang kita tunggu sekian tahun lamanya…semua telah terjawab…..,Hoax
"Anak SD di Riau tak mau bertemu sama penguasa...!! Ngumpet aja yukAnak SD di Riau saja tau…, bahwa yg datang itu siapa ?? Murid murid pun tak mau bertemu sama penguasa…!! Ngumpet aja yuk…",Hoax
"Seorang ibu melahir kan bayi nya kayak kodoSeorang ibu melahir kan bayi nya kayak kodo ,krana suami nya sering bunuh kodo dan binatang lain ,dapat karma nya",Hoax
"Pertamina Tidak BangkrutKami tidak bangkrut. Capital expenditure kan memang terlambat, tapi tidak ada yang kami batalkan,",Valid
"Hebatnya Kepolisian MalaysiaHebatnya Kepolisian Malaysia :
 PM Najib kalah dalam pemilu melawan PM Mahatir tgl 9 Mei lalu.
 Najib dan istri dicekal passportnya dan harta hasil korupsinya ditemukan dan disita.
 Part of Najib’s corrupt money seized overnight in a store room in his fabulous Mansion by Bukit Aman Security Forces! Now his & Rosmah’s International Passports are compounded on the orders of Tun Dr Mahathir Mohammad!
 Begitu cepat kerjanya 👍",Hoax
"Lambangnya Dicatut Sekber Gerindra-PKS, PBB Beri KlarifikasiPencantuman logo PBB dalam rumah sekretariat bersama tanpa konfirmasi ke saya selaku Ketua Bidang Pemenangan Presiden dan tanpa ada surat ke Sekretariat Jenderal PBB,",Valid
"Pertemuan Suku Dayak Menuntut Gubernur Kalimantan Barat Untuk Meminta MaafAlhamdulillah..hasil pertemuan kepala suku Dayak se-kalimantan termasuk Sarawak,Sabah dan Brunei memutuskan bhw kericuhan di Pontianak bukan urusan suku Dayak..umat Islam adalah saudara mereka…pantang memusuhi umat Islam..atas perintah panglima Dayak ..mereka menuntut gubernur Cornelius Kalbar utk meminta maaf secara terbuka dan turun dari jabatan gubernur..meminta kpd aparat penegak hukum utk mengusut penistaan agama tsb..jika tdk..maka HUKUM ADAT akan diberlakukan di Pontianak thdp Cornelius dan pengikutnya..demikian hasil rapat pemuka adat suku Dayak se-kalimantan",Valid
Didit Anak Prabowo Subianto Berkampanye Untuk Mendukung Komunitas GayNah Loo…….Didit Anak Prabowo Subianto Berkampanye Untuk Mendukung Komunitas Gay.,Hoax
Penolakan Safari Dakwah Ustad Somad di BaliPenolakan Safari Dakwah Ustad Somad di Bali,Hoax
Minuman Beracun Demo 2 Desember Tak BersianidaMinuman Beracun Demo 2 Desember Tak Bersianida,Hoax
"Moms...hati2 yaaa..skrg video porno bisa di search lewat WADr grup sebelah
Moms…hati2 yaaa..skrg video porno bisa di search lewat WA…
Yg android:
1. Buka Tanda emoticon smile di pengetikan teks wa
2. Buka tanda gif
3. Search di kolom pencarian disebelah pojok kiri dengan nama “sex”.. ",Valid
Nabila Jessica Alexis HotelGambar postingan akun facebook Basuki Sutawijaya yang berjudul Nabila Jessica Alexis Hotel,Hoax
"Sultan Brunei, Hassanal Bolkiah, Angkat Bicara Soal Pesta Seks Gay di JakartaPESTA G4Y KEMBALI DIGREBEK, SULTAN BRUNEI : MENJIJIKKAN, APAKAH MASIH ADA AGAMA DI INDONESIA?",Hoax
